"Sektor","Barkod","Urun Adi","Marka","Kategori","Fiyat (TL)","KDV","Urun Gorseli"
"Meyve, Sebze ve Kuruyemiş","8690504113232","Ulker Hanimeller Findikli Buyuk","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504113003","Ulker Hanimeller Kurabiye 180 Gr Bol Find.(1130-0)","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504113010","Ulker Hanimeller Kurabiyem 180 Gr Cik. Parc(130-1)","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504008125","Ulker Haylayf 4*75 Gr (82-6)","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504008101","Ulker Haylayf Biskuvi 69 Gr Sekerli (84-02)","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504016243","Ulker Her O Baby S. Biskivi 165 G","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504596813","Ulker Hero 190gr","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504597018","Ulker Hero 190gr","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8681080598148","Ulker Hero 190gr Karisik Mey","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504553625","Ulker Hero 250 Gr S.bisk.muzlu 8 Tahill553602","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8681080595819","Ulker Hero 250gr Biskuvili Elma.sut. 8 Tahilli","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8681080595802","Ulker Hero 250gr Rezene Sut. 8 Tahilli","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504557074","Ulker Hero 400gr Nutrad. Biberon Mam. 3","Ülker","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","86905040556145","Ulker Hero Baby 125gr Meyv.kav.mam.ar. Ana.sef","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8690504555902","Ulker Hero Baby 130 Ml Elma Suyu","Ülker","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8690504555919","Ulker Hero Baby 130 Ml K.meyve Suyu","Ülker","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504555926","Ulker Hero Baby 130 Ml Uzum Havuc Suyu","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504557067","Ulker Hero Baby 2 Devam Sutu 400gr","Ülker","Bebek Maması","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504556541","Ulker Hero Baby Nutradefense Bib. Mam.1 400gr","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504556565","Ulker Hero Baby Nutradefense Bib. Mam.1 900gr","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504556534","Ulker Hero Baby Nutradefense Bib. Mam.3 400gr","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504014607","Ulker Hero Bebe Biskuvi 190 Gr Balli Muzlu (146)","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504633808","Ulker Hindistan Cevizi 25 Gr","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504633754","Ulker Hindistan Cevizi 45 Gr","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690766128159","Ulker Hobby 112 Gr Mini Turta 128105","Ülker","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504026914","Ulker Hobby 250 Gr Ikramlik Poset 279","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690766128128","Ulker Hobby 27 Gr Mozaik Kek 128201","Ülker","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690766131050","Ulker Hobby 3 Lu Supriz Yumurta","Ülker","Yumurta","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504028277","Ulker Hobby 360 Gr Cikolata","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690766130930","Ulker Hobby 3lu Surpriz Yumurta","Ülker","Yumurta","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690766128173","Ulker Hobby 60 Gr Kare Cikolata Mozaik 01281-07","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690766036881","Ulker Hobby Biskuvi 25 Gr(368-08)","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690766127442","Ulker Hobby Cik.40gr","Ülker","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690766127435","Ulker Hobby Cikolata","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504127215","Ulker Hobby Cikolata 18 Gr(127207)","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690766127343","Ulker Hobby Cikolata 32gr","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504127208","Ulker Hobby Cikolata 600 Gr","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690766127114","Ulker Hobby Cokokrem 770g","Ülker","Fındık/Kakao Kreması","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690766127015","Ulker Hobby Findik Krema 400 Gr Kakaolu","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690766127077","Ulker Hobby Gofret 25 Gr Sutlu","Ülker","Gofret","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690766127459","Ulker Hobby Gofret 32 Gr","Ülker","Gofret","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690504147800","Ulker Hobby Ikr.poset Cik.360 Gr","Ülker","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690840128044","Ulker Hobby Kakaolu Draje 12 Gr","Ülker","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690766036980","Ulker Hobby Kek 27 Gr Findik Kremali 36908","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690766127039","Ulker Hobby Marsmallowlu Bisk.20gr","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690766131067","Ulker Hobby Supriz Yumurta(1310-06)","Ülker","Yumurta","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690766128142","Ulker Hobby Turta 25 Gr 01280-03","Ülker","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690766130923","Ulker Hobby Yumurta Erkekler 20 Gr","Ülker","Yumurta","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690766130954","Ulker Hobby Yumurta Erkekler Icin 3x20 Gr","Ülker","Yumurta","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690766130916","Ulker Hobby Yumurta Kizlar 20 Gr","Ülker","Yumurta","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8692971412177","Ulker Icim 1/5 Cam Gunluk Sut Past","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8690504472490","Ulker Icim 1/5 Kayisi Nektar Yeni","Ülker","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8692971471877","Ulker Icim 200 Ml Elma&visneli Icecek","Ülker","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8692971471846","Ulker Icim 200 Ml Seftali&elma Li Icecek","Ülker","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8692971471778","Ulker Icim 330ml Karisik Nektari Kutu","Ülker","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504435006","Ulker Icim B.kupu 45gr Cilekli","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8692971432359","Ulker Icim B.peynir Lihgt 500 Gr 432305","Ülker","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504281009","Ulker Icim Cikolatali Sos 128 Gr","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8692971416717","Ulker Icim Devam Sutu 200ml","Ülker","Bebek Maması","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8692971435718","Ulker Icim Dilimli Kasar Pey. 700gr (435701)","Ülker","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8692971473345","Ulker Icim Dolcia 150gr Keskul","Ülker","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8692971473352","Ulker Icim Dolcia 150gr Sakizli Muhallebi","Ülker","Sakız","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504024804","Ulker Icim Krem Santi 150gr Sade","Ülker","Krema","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504490913","Ulker Icim Krem Santi 75gr Cik","Ülker","Krema","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504490937","Ulker Icim Krem Santi Cikolatali","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8692971473505","Ulker Icim Meyve Suyu 330 Ml Sefteli","Ülker","Meyve Suyu","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504469308","Ulker Icim Puding 115 Gr Bitter Cikolatali","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504469315","Ulker Icim Puding 115 Gr Bitter Cikolatali","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8692971024592","Ulker Icim Puding 125 Gr Cilek","Ülker","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8692971460819","Ulker Icim Puding 125 Gr Cilek","Ülker","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8692971024578","Ulker Icim Puding 125 Gr Muzlu","Ülker","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8692971460710","Ulker Icim Puding 125 Gr Muzlu","Ülker","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8692971024585","Ulker Icim Puding 125 Gr Vanilyali","Ülker","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8692971461014","Ulker Icim Puding 125 Gr Vanilyali","Ülker","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8692971024561","Ulker Icim Puding 150 Gr Kakaolu","Ülker","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8692971460949","Ulker Icim Puding 150 Gr Kakaolu Findikli","Ülker","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504469803","Ulker Icim Puding 150 Gr Sutlu Cikolatali","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504469810","Ulker Icim Puding 150 Gr Sutlu Cikolatali","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504414513","Ulker Icim Sut 6*200ml Cikolatali","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8692971024738","Ulker Icim Sut 6*200ml Cilekli","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8692971024745","Ulker Icim Sut 6*200ml Muzlu","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8692971412290","Ulker Icim Sut Sise Cikolatali 250ml (412209)","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8692971461175","Ulker Icim Toz Puding 150 Gr Kakaolu","Ülker","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8692971060910","Ulker Icim Toz Puding Fin.kak.150gr","Ülker","Tatlı","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504110231","Ulker Ikram 3 Lu Paket Cikolatali Kremali","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504110224","Ulker Ikram 3 Lu Paket Findikli Kremali","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504107989","Ulker Ikram 4*58 Gr 4 Lu Pk Cik.kremali","Ülker","Krema","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504107996","Ulker Ikram 4*58 Gr 4 Lu Pk.findik Kremali","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504059103","Ulker Ikram 58gr Findikli","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504010302","Ulker Ikram 92gr Peynirli","Ülker","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504059004","Ulker Ikram Cikolatali 58 Gr","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690840174850","Ulker Jelly","Ülker","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504271529","Ulker K-flakes 250 Gr Misir Gev.(2715-02)","Ülker","Sebze","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8690504060642","Ulker Kakao 25 Gr","Ülker","Diğer İçecek","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8690504060604","Ulker Kakao 25 Gr (652-06)","Ülker","Diğer İçecek","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8690504065227","Ulker Kakao 2x25gr","Ülker","Diğer İçecek","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8690504060802","Ulker Kakao 50 Gr (652-05)","Ülker","Diğer İçecek","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","8690504619444","Ulker Kalbim Ton Baligi 80gr Tekli","Ülker","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504020714","Ulker Kare Cikolata %80 Kakao 80 Gr Bitter 207-01","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504069003","Ulker Kat Kat Tat Biskuvi 28 Gr Kakao Find.kremali","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504069409","Ulker Kat Kat Tat Biskuvi 32 Gr Cilekli(694-00)","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690504633686","Ulker Kekik 12 Gr","Ülker","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690504067306","Ulker Kekstra 35 Gr Kakaolu (673)","Ülker","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690504077411","Ulker Kekstra 38 Gr Konfeti Kakaolu (77401)","Ülker","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690504066354","Ulker Kekstra Parmak Kek 35gr 66305","Ülker","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504270201","Ulker Kell.bar","Ülker","Diğer Atıştırmalık","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504271857","Ulker Kell.flakes 250gr Cikolatali","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504271130","Ulker Kelloggs 2*450 Gr Special K Flakes271103","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504270928","Ulker Kelloggs 250 Gr Spe.k.cik. 2709-02","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504271703","Ulker Kelloggs 250gr Findik*cik Dolg Gevrek271700","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504271123","Ulker Kelloggs 450 Gr Special K271102","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504271710","Ulker Kelloggs 450gr Tahilli Findik +cik Gevrek","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504270546","Ulker Kelloggs 750gr Cocopops Toplari Cik Misir Ge","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504271499","Ulker Kelloggs Extra Granola 290 Gr Karisik Meyv","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504271482","Ulker Kelloggs Extra Granola 310 Gr Stl Cik -find","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504270836","Ulker Kelloggs Honey Pops 250 Gr Balli (2708-03)","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504271376","Ulker Kelloggs Kirmizi Meyveler 430 Gr","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504271888","Ulker Kelloggs Special Gran. Incir Uzum 430gr","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504270843","Ulker Kellogs","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504271253","Ulker Kellogs Ext. Gran. Sade 310gr","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504271895","Ulker Kellogs Spesial Gran.uzum Elma 430gr","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8690504633921","Ulker Karabiber 45 Gr","Ülker","Baharat","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504021957","Ulker Kare Beyaz Cikolata 90 Gr A.fistikli 219-5","Ülker","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504271840","Ulker Kellogs Spesial K Cik.420gr","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690504271734","Ulker Kellogs Tresor 250 Gr (2717-00)","Ülker","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504271727","Ulker Kellogs Tresor Find.cik.250gr","Ülker","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8690504633822","Ulker Kimyon 35 Gr","Ülker","Baharat","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8690504633990","Ulker Kirmizi Pul Biber 35 Gr","Ülker","Baharat","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504110613","Ulker Kremali Biskuvi 300 Gr 4 Lu Paket (1109-08","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504010616","Ulker Kremali Sandvic 4*68 Gr110901","Ülker","Krema","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504110620","Ulker Kremali Sandvic Biskuvi 10*85 Gr","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504110682","Ulker Kremali Sandvic Biskuvi 61gr (1109-07)","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504110606","Ulker Kremali Sandvic Biskuvi 75 Gr (1109-07)","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690504178279","Ulker Kremini Jelly 65 Gr Meyve Sepeti","Ülker","Meyve","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504178248","Ulker Kremini Jelly 65 Gr Meyveli Pasta","Ülker","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504055334","Ulker Kremini Sutlu Bonbon 40gr","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504053804","Ulker Kremini Toffe Seker 44 Gr Ahududulu (537-07)","Ülker","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690840053773","Ulker Kremini Toffe Seker 44 Gr Ahududulu (537-07)","Ülker","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504053606","Ulker Kremini Toffe Seker 44 Gr Cilekli (537-06)","Ülker","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690840053766","Ulker Kremini Toffe Seker 44 Gr Cilekli (537-06)","Ülker","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504053507","Ulker Kremini Toffe Seker 44 Gr Portakalli(537-08)","Ülker","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690840053780","Ulker Kremini Toffe Seker 44 Gr Portakalli(537-08)","Ülker","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504053903","Ulker Kremini Toffe Seker 44 Gr Visneli (537-09)","Ülker","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690840053797","Ulker Kremini Toffe Seker 44 Gr Visneli (537-09)","Ülker","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504176602","Ulker Kremini Toffee 50 Gr Sutlu","Ülker","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504015109","Ulker Krim Kraker 450 Gr (151)","Ülker","Kraker","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504015000","Ulker Krim Tuzlu Kraker 165 Gr (150-1)","Ülker","Kraker","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504015246","Ulker Krispi 120 Gr Peynirli(128-01)","Ülker","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8690504015321","Ulker Krispi 45 Gr Baharatli Cubuk (181-07)","Ülker","Baharat","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8690504017677","Ulker Krispi 45 Gr Citir Maksi Baharatli (176-7)","Ülker","Baharat","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504017646","Ulker Krispi 45 Gr Citir Nacho Peynirli","Ülker","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504015239","Ulker Krispi 45gr Peynirli 181-6","Ülker","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504017417","Ulker Krispi 50 Gr Susamli Cubuk 17102","Ülker","Kraker","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690504017233","Ulker Krispi 90 Gr Bardak Peynirli 17203","Ülker","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
